,Medu,Fedu,traveltime,studytime,failures,internship,freetime,goout,health,absences,GPA,sex_F,famsize_GT3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other,extra_learning_yes,sports_yes,higher_yes,cluster
145,3,3,2,1,0,0,3,2,5,4,9.54,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,14
147,4,4,2,1,0,0,3,2,5,6,9.19,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,14
149,4,3,2,4,0,0,2,2,3,6,7.54,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,14
159,1,2,1,2,0,2,3,2,5,6,8.88,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14
171,2,2,3,1,0,0,2,2,3,4,6.06,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14
193,4,3,1,2,0,2,2,3,2,4,7.84,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,14
203,1,2,1,2,0,0,1,3,3,6,8.85,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14
204,2,3,1,2,0,0,3,3,2,6,7.89,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,14
210,4,4,1,1,0,2,2,3,5,4,8.11,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,14
221,4,3,1,2,0,1,3,2,1,4,6.7,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,14
228,4,4,1,1,0,0,2,1,3,6,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,14
257,4,4,1,1,0,2,2,1,5,6,7.41,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,14
266,4,2,1,2,0,1,3,2,4,4,6.74,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,14
295,4,3,1,2,0,1,3,1,1,4,7.15,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,14
316,2,4,2,2,0,1,3,3,1,6,8.52,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,14
372,2,2,1,2,0,1,2,2,3,4,7.56,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,14
387,2,2,1,1,0,1,4,2,5,6,7.73,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,14
396,3,4,1,2,0,0,3,3,5,6,7.73,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,14
406,3,1,1,1,1,0,1,2,3,6,8.92,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,14
421,1,0,2,1,1,1,3,1,5,5,6.14,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,14
422,3,2,1,2,0,2,1,2,1,4,7.65,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,14
425,1,1,1,1,1,1,1,3,2,6,8.12,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,14
429,4,4,1,2,0,2,3,2,2,5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14
434,2,2,2,4,0,1,2,1,1,4,6.85,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,14
448,4,4,2,3,0,0,2,2,4,6,7.25,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,14
487,3,2,2,3,2,2,3,2,2,6,6.81,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,14
488,1,1,1,3,1,0,3,1,3,6,8.54,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,14
520,1,1,3,2,0,0,3,2,5,6,9.31,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14
528,2,2,1,1,0,0,1,3,5,5,8.46,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,14
553,1,0,1,1,0,0,1,2,5,4,6.46,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,14
561,1,1,2,2,0,2,3,3,5,6,6.62,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,14
568,3,2,2,1,3,0,2,1,3,4,6.96,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,14
585,3,1,2,3,0,1,2,3,3,5,10.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,14
601,2,2,2,2,0,0,3,1,2,4,9.77,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,14
611,2,2,2,3,0,1,2,1,4,5,9.77,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,14
619,3,3,2,2,0,1,3,2,3,6,9.85,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,14
631,1,1,4,3,0,0,3,2,4,4,8.5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,14
646,1,1,2,2,0,0,1,1,5,6,6.48,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,14
648,3,2,3,1,0,1,4,1,5,4,9.33,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,14
