,Medu,Fedu,traveltime,studytime,failures,internship,freetime,goout,health,absences,GPA,sex_F,famsize_GT3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other,extra_learning_yes,sports_yes,higher_yes,cluster
26,2,2,1,1,0,1,2,2,5,8,7.42,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
27,4,2,1,1,0,0,2,4,1,0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11
28,3,4,1,2,0,0,3,3,5,2,8.54,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,12
29,4,4,1,2,0,0,4,5,5,4,8.42,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,13
30,4,4,1,2,0,0,4,2,5,0,8.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,10
31,4,4,2,2,0,1,3,1,5,2,6.77,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,12
32,4,3,1,2,0,1,5,2,5,0,9.08,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,10
33,3,3,1,2,0,1,3,2,2,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,10
34,3,2,1,1,0,1,4,3,5,4,7.62,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,4
35,2,3,2,1,0,1,5,1,5,4,9.38,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,3
36,4,3,1,3,0,1,4,3,4,0,7.69,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,10
37,4,4,2,3,0,2,4,3,5,4,7.27,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,13
38,3,4,1,3,0,0,3,2,5,2,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,12
39,2,2,1,1,0,2,3,1,2,8,6.65,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
40,2,2,2,2,0,1,3,3,3,16,9.23,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5
41,4,4,1,1,0,1,4,3,5,8,7.23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6
42,4,4,1,2,0,1,3,3,5,0,7.54,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,10
43,2,2,1,1,0,0,4,1,1,0,7.54,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,11
44,2,2,2,2,1,2,3,3,5,14,6.96,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,5
45,4,3,1,2,0,0,2,2,5,4,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,3
46,3,3,1,2,0,1,3,5,3,6,9.23,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4
47,4,3,1,4,0,1,2,2,2,2,7.46,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,12
48,4,2,1,2,0,1,3,3,5,4,6.08,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3
49,4,4,1,2,0,1,4,4,3,2,7.08,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,14
50,2,2,3,2,0,1,3,3,4,0,8.46,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,11
51,4,2,1,2,0,0,3,3,5,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,11
52,4,2,2,1,0,0,5,5,5,4,6.15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4
53,4,4,1,1,0,0,3,4,5,0,9.04,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,10
54,3,3,1,1,0,2,3,4,1,0,6.15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,10
55,2,1,1,2,0,0,3,4,2,2,9.38,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,7
56,4,3,1,2,0,0,3,2,1,0,6.5,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,10
57,4,4,1,2,0,0,2,2,5,8,6.08,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
58,1,2,1,2,0,2,3,2,5,0,8.31,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,11
59,4,2,1,2,0,1,2,3,5,2,8.15,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,7
60,4,4,1,2,0,2,4,4,4,0,8.77,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,10
61,1,1,4,1,0,0,5,5,5,0,0.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
62,1,2,1,2,0,2,4,3,1,0,7.31,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,10
63,4,3,1,3,0,0,4,4,4,0,6.96,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,10
64,4,3,1,2,0,1,4,4,2,0,7.08,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,10
65,4,3,3,2,0,2,4,3,1,2,9.54,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,14
66,4,4,1,4,0,1,3,3,3,0,9.08,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,10
67,3,1,1,4,0,1,3,3,5,0,8.92,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,15
68,2,2,2,2,0,1,1,3,4,0,7.5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11
69,3,1,2,4,0,2,4,2,3,6,6.46,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3
70,3,1,2,4,0,0,3,2,5,2,7.88,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,7
71,4,2,1,4,0,0,3,3,3,0,10.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15
72,1,1,1,2,0,0,3,4,5,2,6.85,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,7
73,3,1,1,1,0,1,3,2,5,0,7.81,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,11
74,3,3,1,2,0,0,3,3,5,4,6.65,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,13
75,4,3,1,2,0,0,3,3,5,0,8.92,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,10
76,4,0,2,4,0,2,4,3,1,0,8.42,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,15
77,2,2,1,4,0,0,2,3,3,1,8.62,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15
78,2,1,2,1,3,1,5,1,3,0,6.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,11
79,3,4,1,2,0,1,4,3,3,14,7.96,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5
80,2,3,1,1,0,1,2,2,3,0,5.85,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,11
81,2,3,1,3,0,1,3,2,5,2,9.23,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,12
82,3,2,1,2,0,1,4,4,5,4,9.23,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4
83,2,2,2,2,0,0,3,3,4,2,7.08,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,7
84,1,1,1,2,0,0,3,2,4,2,5.65,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,7
85,4,4,2,2,0,0,4,4,5,4,5.85,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,13
86,2,2,1,2,0,0,3,4,2,6,6.62,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4
87,4,2,1,3,0,2,3,3,1,4,8.58,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3
88,2,2,2,2,0,1,4,2,3,6,8.15,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,3
89,4,4,1,2,0,2,1,3,5,6,6.96,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,13
90,3,3,1,3,0,0,3,3,4,2,8.62,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,12
91,4,3,1,1,0,2,5,5,1,6,7.31,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,4
92,3,1,1,2,0,1,3,3,2,0,6.27,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,11
93,4,2,2,2,0,1,3,3,1,2,8.62,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,7
94,2,2,1,4,0,2,3,4,4,2,7.15,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,15
95,1,1,2,4,0,2,1,2,1,4,7.88,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3
96,4,3,2,1,0,0,3,3,4,6,5.04,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,13
97,2,1,1,2,0,0,3,5,5,0,8.92,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
98,4,4,1,1,0,0,3,4,1,4,6.65,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,13
99,4,3,1,3,0,0,3,5,3,2,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,14
100,4,4,1,1,0,0,5,5,4,12,6.73,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,8
101,4,4,1,3,0,0,4,3,4,0,6.77,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,10
102,4,4,1,1,0,0,3,3,5,2,7.58,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,12
103,3,2,2,2,0,0,3,5,2,16,7.27,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,5
104,3,4,1,2,0,1,4,4,1,0,4.96,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,10
105,3,3,1,4,0,1,3,3,4,10,6.23,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,16
106,2,2,1,4,0,1,1,2,3,4,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
107,3,3,1,3,0,2,3,3,5,4,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,3
108,4,4,4,4,0,2,3,5,1,8,5.62,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,6
109,4,4,1,3,0,1,4,5,4,2,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,14
110,4,4,1,1,0,2,5,3,4,4,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,13
111,3,3,1,3,0,2,1,2,2,4,0.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,3
112,2,2,1,2,1,1,1,2,5,12,7.08,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,16
113,4,2,1,1,0,0,5,2,3,10,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,16
114,2,1,1,2,0,2,4,2,5,4,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3
115,4,4,1,2,0,1,4,4,5,6,9.56,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,13
116,4,4,2,2,0,1,4,3,2,4,9.21,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,13
117,3,3,2,1,0,1,4,2,5,6,6.46,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,13
118,1,3,3,2,1,1,2,4,5,14,8.11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,5
119,3,4,1,1,0,1,4,3,4,2,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,14
120,1,2,1,2,0,0,2,3,1,0,8.89,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11
121,2,2,1,4,0,0,5,4,5,6,9.54,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,4
122,2,4,2,2,0,0,2,2,5,2,9.3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,12
123,4,4,1,1,0,1,4,4,5,4,8.62,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,13
124,2,2,1,2,0,0,4,4,5,0,7.3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
125,3,4,1,1,0,2,5,5,5,2,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,14
126,3,4,1,2,0,1,3,2,1,0,8.81,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,10
127,0,1,1,2,2,1,4,2,5,0,8.73,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11
128,4,4,1,1,0,0,5,5,4,8,8.63,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,6
129,2,3,2,3,0,2,2,3,1,4,8.95,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
130,3,4,2,3,0,0,2,2,5,0,7.37,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,12
131,2,1,1,2,3,0,4,5,5,10,8.29,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,8
132,2,1,3,1,0,1,2,2,5,8,9.52,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
133,1,1,3,1,0,1,3,3,4,6,9.17,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
134,2,2,1,1,0,1,4,4,5,2,9.63,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,14
135,3,4,1,1,0,1,2,1,5,12,7.44,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,16
136,2,1,4,1,0,1,2,1,2,4,7.58,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3
137,2,2,1,1,1,1,3,4,5,12,10.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,8
138,3,4,4,2,0,1,3,3,5,2,8.89,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,12
139,4,4,1,3,0,0,3,3,5,4,8.26,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,13
140,3,4,3,2,0,0,4,5,5,2,7.73,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14
141,1,1,4,2,0,0,1,3,3,0,9.1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,11
142,3,1,2,1,0,2,3,4,4,2,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,7
143,3,2,1,3,0,0,3,3,5,10,9.03,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,16
144,1,1,2,1,0,2,3,3,1,8,9.54,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
145,3,3,2,1,0,0,3,2,5,4,9.54,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3
146,1,1,1,2,2,1,4,4,5,0,7.52,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
147,4,4,2,1,0,0,3,2,5,6,9.19,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,13
148,1,1,3,1,1,1,5,5,1,2,7.54,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
149,4,3,2,4,0,0,2,2,3,6,7.54,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,13
150,3,3,1,2,0,1,3,2,1,24,9.19,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2
151,4,4,1,3,0,1,3,3,5,0,8.52,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,10
152,2,2,2,1,0,2,3,3,2,4,8.89,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,3
153,4,4,1,3,0,1,2,2,5,2,6.33,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,12
154,1,1,1,1,0,1,4,4,1,4,7.78,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4
155,2,1,1,1,0,1,4,5,5,22,9.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2
156,1,1,1,2,0,1,4,2,5,0,7.33,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,11
157,2,1,2,1,0,1,4,2,5,0,9.15,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,11
158,3,2,1,2,1,2,3,2,3,2,7.4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7
159,1,2,1,2,0,2,3,2,5,6,8.88,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3
160,1,2,1,2,0,1,3,4,1,6,0.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4
161,4,4,1,1,0,0,3,2,5,16,9.37,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5
162,2,1,4,1,0,0,5,5,5,0,8.51,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
163,1,1,1,1,2,0,3,5,4,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
164,2,1,1,1,1,0,4,4,5,6,9.67,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4
165,3,3,2,3,0,0,2,1,3,2,9.3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,12
166,3,2,1,1,0,0,5,4,4,6,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
167,4,4,1,1,0,0,2,1,4,0,8.29,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,12
168,2,3,1,2,0,2,4,4,1,0,9.7,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,10
169,1,2,1,1,3,0,2,2,5,14,6.89,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5
170,1,1,3,1,3,1,2,5,4,6,9.73,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4
171,2,2,3,1,0,0,2,2,3,4,6.06,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3
172,3,3,1,2,1,0,5,5,5,0,7.43,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
173,1,2,2,1,2,0,4,5,5,0,8.43,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
174,2,1,2,1,1,0,3,2,5,8,8.44,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
175,3,2,2,2,2,1,4,4,3,4,8.52,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,4
176,1,2,2,1,0,2,4,4,5,2,7.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,14
177,1,3,1,1,1,0,3,3,2,2,8.07,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12
178,1,1,4,2,0,0,3,5,5,0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
179,3,2,2,1,3,0,5,2,2,10,7.73,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,16
180,2,2,1,2,0,2,3,5,4,0,9.77,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
181,4,2,1,2,0,2,2,3,3,0,9.22,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,11
182,2,2,1,2,0,2,1,5,4,0,9.36,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
183,4,4,1,2,0,1,4,2,3,0,8.07,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,10
184,3,4,3,1,1,1,4,5,2,4,7.58,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,14
185,1,0,2,2,0,1,3,2,3,0,7.43,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,11
186,4,4,1,2,0,1,4,4,5,0,10.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,10
187,1,3,1,2,0,1,3,5,3,0,8.19,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
188,3,3,2,2,0,1,4,5,4,0,7.56,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
189,4,3,2,2,0,2,4,4,4,0,7.59,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,10
190,2,2,2,2,0,2,4,4,5,0,9.37,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
191,3,3,1,2,0,2,3,4,4,4,8.96,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,13
192,4,2,1,1,0,2,3,3,3,8,9.33,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
193,4,3,1,2,0,2,2,3,2,4,7.84,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,3
194,4,3,1,2,0,2,4,3,3,4,8.59,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,13
195,3,3,1,2,0,2,2,3,3,0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,10
196,2,4,1,2,0,1,4,2,5,0,9.67,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,10
197,3,3,1,2,0,0,3,3,1,32,9.37,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,9
198,3,2,1,2,0,1,2,2,1,8,7.63,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
199,3,3,1,2,0,2,3,4,4,6,6.7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,13
200,1,2,1,1,0,0,3,3,3,0,8.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,11
201,2,1,1,2,0,0,2,3,5,0,7.11,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,11
202,3,3,1,2,0,0,3,3,3,10,9.78,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,16
203,1,2,1,2,0,0,1,3,3,6,8.85,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
204,2,3,1,2,0,0,3,3,2,6,7.89,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,13
205,1,1,1,2,0,1,3,3,3,0,8.93,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,11
206,1,2,2,2,0,1,4,4,5,16,6.8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,5
207,3,3,1,1,0,1,3,2,5,0,8.26,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,10
208,2,3,2,1,0,2,3,3,3,0,9.63,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,10
209,2,4,1,2,0,2,3,2,5,8,7.95,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,16
210,4,4,1,1,0,2,2,3,5,4,8.11,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,13
211,3,3,3,1,0,2,3,4,3,16,7.11,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,5
212,4,4,2,1,1,1,2,4,2,30,8.52,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,9
