,Medu,Fedu,traveltime,studytime,failures,internship,freetime,goout,health,absences,GPA,sex_F,famsize_GT3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other,extra_learning_yes,sports_yes,higher_yes,cluster
270,4,4,1,1,0,0,3,2,5,4,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,8
271,4,4,1,2,0,0,3,1,5,2,8.67,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,8
289,4,2,1,4,0,1,2,3,4,2,7.36,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,8
298,2,2,1,4,0,1,4,1,2,2,8.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,8
301,4,3,1,2,0,1,3,2,3,2,8.63,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,8
302,3,2,1,3,0,1,3,2,3,2,7.81,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,8
303,3,3,1,3,0,1,2,3,4,2,6.67,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,8
336,4,2,1,2,0,1,3,2,5,2,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,8
355,2,3,2,2,0,0,2,1,3,2,7.27,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,8
359,3,4,1,3,0,1,3,4,5,2,6.58,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,8
381,4,4,2,3,0,2,3,3,4,4,7.72,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,8
393,3,3,1,4,0,1,3,3,1,4,8.12,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,8
400,4,3,1,3,0,0,3,2,4,4,8.12,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8
411,4,4,1,3,0,1,4,2,4,2,8.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8
449,1,2,2,1,0,0,1,2,1,3,6.58,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,8
454,1,2,1,3,1,1,3,2,4,3,6.69,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,8
492,2,2,1,2,0,1,3,2,3,2,8.73,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8
524,3,4,3,2,0,1,2,1,2,2,8.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8
614,4,4,2,2,0,0,3,3,5,2,9.96,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,8
644,2,3,1,3,1,0,4,2,5,4,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,8
