,Medu,Fedu,traveltime,studytime,failures,internship,freetime,goout,health,absences,GPA,sex_F,famsize_GT3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other,extra_learning_yes,sports_yes,higher_yes,cluster
248,1,1,2,2,0,2,4,2,5,2,7.48,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
272,1,1,2,3,0,0,3,3,1,2,9.11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,6
288,2,1,1,2,0,1,3,4,5,2,8.67,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
292,4,2,1,3,0,2,3,4,5,2,8.81,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
296,2,1,1,2,0,0,2,4,4,2,7.41,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
313,1,1,2,2,0,1,4,3,3,2,8.7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
354,2,1,2,2,0,1,3,3,1,2,5.31,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,6
357,4,3,1,3,0,0,3,4,5,2,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
367,2,1,1,2,0,0,2,3,2,2,8.04,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,6
370,1,1,3,2,2,1,3,4,4,2,8.24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,6
371,2,2,1,1,0,0,3,5,5,2,7.64,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
382,3,3,1,1,0,0,2,5,5,2,7.77,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,6
385,2,2,4,2,0,1,2,5,2,2,7.19,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6
463,2,2,1,3,0,2,4,3,5,2,6.54,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,6
467,2,2,3,2,0,2,3,4,2,1,8.38,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,6
471,2,2,2,2,1,0,4,4,5,2,9.04,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6
474,1,3,3,1,0,1,2,4,3,2,9.04,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,6
476,2,1,1,1,0,1,4,3,5,2,6.73,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
481,2,1,3,1,0,2,5,3,3,2,8.65,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6
496,1,1,1,1,0,0,4,4,4,2,9.31,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,6
502,2,2,3,4,1,1,3,5,3,2,8.27,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,6
526,4,1,1,1,0,1,2,3,5,1,7.38,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
538,2,2,1,3,0,2,3,3,5,2,7.54,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
552,1,1,1,2,2,0,4,3,4,2,8.12,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,6
557,3,1,2,2,3,0,4,4,5,2,6.5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
566,1,1,2,1,1,1,3,3,5,2,7.19,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6
581,1,2,2,2,2,0,3,3,5,2,10.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6
591,2,2,2,2,0,1,3,5,1,2,10.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,6
608,1,1,1,2,0,0,2,3,3,2,9.96,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6
